"V1" "V2"
"1" 0 2500
"2" 0.00406004065040711 2500
"3" 0.00604776593838143 2500
"4" 0.00803549122635575 2500
"5" 0.0100232165143301 2500
"6" 0.0120109418023044 2500
"7" 0.0139986670902787 2500
"8" 0.0159863923782530 2500
"9" 0.0179741176662274 2500
"10" 0.0199618429542017 2500
"11" 0.021949568242176 2415.44776754787
"12" 0.0239372935301503 2233.66386017231
"13" 0.0259250188181246 2244.97050152431
"14" 0.0279127441060990 2257.12448655614
"15" 0.0299004693940733 2256.60978812227
"16" 0.0318881946820476 2254.14198422542
"17" 0.0338759199700219 2251.67889078945
"18" 0.0358636452579962 2250.42836453717
"19" 0.0378513705459706 2235.73342665194
"20" 0.0398390958339449 2215.94144409193
"21" 0.0418268211219192 2196.16227842922
"22" 0.0438145464098935 2176.05819703408
"23" 0.0458022716978679 2162.32600485635
"24" 0.0477899969858422 2153.07476697591
"25" 0.0497777222738165 2143.80106936375
"26" 0.0517654475617908 2134.74631058087
"27" 0.0537531728497651 2118.22582431307
"28" 0.0557408981377395 2093.31594741874
"29" 0.0577286234257138 2068.48312625070
"30" 0.0597163487136881 2043.57849237422
"31" 0.0617040740016624 2022.74647412768
"32" 0.0636917992896368 2009.0451010655
"33" 0.0656795245776111 1995.23365474165
"34" 0.0676672498655854 1981.45360268855
"35" 0.0696549751535597 1964.96309078489
"36" 0.071642700441534 1940.7400859823
"37" 0.0736304257295084 1916.69660232971
"38" 0.0756181510174827 1892.65202069090
"39" 0.077605876305457 1868.75417210555
"40" 0.0795936015934313 1845.63012157119
"41" 0.0815813268814056 1822.48334849104
"42" 0.08356905216938 1799.33316950928
"43" 0.0855567774573543 1776.52234516711
"44" 0.0875445027453286 1758.15477022487
"45" 0.0895322280333029 1739.67281235875
"46" 0.0915199533212773 1721.19167338116
"47" 0.0935076786092516 1702.69159107082
"48" 0.095495403897226 1680.39256659189
"49" 0.0974831291852002 1658.09800613257
"50" 0.0994708544731745 1635.80434430096
"51" 0.101458579761149 1613.51463915689
"52" 0.103446305049123 1591.09023867181
"53" 0.105434030337098 1568.65804811731
"54" 0.107421755625072 1546.22545808134
"55" 0.109409480913046 1523.59267092330
"56" 0.111397206201020 1506.05035766343
"57" 0.113384931488995 1489.30872336301
"58" 0.115372656776969 1472.56202118237
"59" 0.117360382064943 1455.91495962795
"60" 0.119348107352918 1436.53339427928
"61" 0.121335832640892 1416.32605053608
"62" 0.123323557928866 1396.12451518961
"63" 0.125311283216841 1375.78405866421
"64" 0.127299008504815 1360.38595184918
"65" 0.129286733792789 1347.47251174961
"66" 0.131274459080764 1334.53537486590
"67" 0.133262184368738 1321.65166009915
"68" 0.135249909656712 1306.13869543571
"69" 0.137237634944687 1288.58175737753
"70" 0.139225360232661 1271.05217057045
"71" 0.141213085520635 1253.51864597575
"72" 0.143200810808610 1236.25646624700
"73" 0.145188536096584 1219.31210666212
"74" 0.147176261384558 1202.36179626012
"75" 0.149163986672533 1185.3900653309
"76" 0.151151711960507 1170.47075098962
"77" 0.153139437248481 1159.22981742926
"78" 0.155127162536456 1147.89381770365
"79" 0.15711488782443 1136.56234099403
"80" 0.159102613112404 1124.64298437698
"81" 0.161090338400379 1111.01429086668
"82" 0.163078063688353 1097.44321207361
"83" 0.165065788976327 1083.87061890651
"84" 0.167053514264301 1070.53134921070
"85" 0.169041239552276 1058.43297020661
"86" 0.17102896484025 1046.28750955427
"87" 0.173016690128224 1034.14108692487
"88" 0.175004415416199 1022.10438553206
"89" 0.176992140704173 1011.46817424250
"90" 0.178979865992147 1000.78732830290
"91" 0.180967591280122 990.105697481759
"92" 0.182955316568096 979.441803104736
"93" 0.184943041856070 970.705351420233
"94" 0.186930767144045 961.95873614701
"95" 0.188918492432019 953.2123118338
"96" 0.190906217719993 944.576320338004
"97" 0.192893943007968 931.605989360125
"98" 0.194881668295942 918.405535779465
"99" 0.196869393583916 905.206865964553
"100" 0.198857118871891 891.815275926295
"101" 0.200844844159865 883.747558260538
"102" 0.202832569447839 876.480770547282
"103" 0.204820294735814 869.208430900248
"104" 0.206808020023788 862.029496723528
"105" 0.208795745311762 852.153295861271
"106" 0.210783470599737 841.492686095626
"107" 0.212771195887711 830.837959286523
"108" 0.214758921175685 820.113133872596
"109" 0.216746646463660 811.911385238782
"110" 0.218734371751634 804.93117770159
"111" 0.220722097039608 797.93915487269
"112" 0.222709822327582 790.932921240151
"113" 0.224697547615557 784.639234869087
"114" 0.226685272903531 778.881298919865
"115" 0.228672998191505 773.116059699272
"116" 0.230660723479480 767.368578627218
"117" 0.232648448767454 760.392441054355
"118" 0.234636174055428 752.025755337938
"119" 0.236623899343403 743.685235537366
"120" 0.238611624631377 735.33853214432
"121" 0.240599349919351 727.583537113247
"122" 0.242587075207326 720.849304614059
"123" 0.2445748004953 714.08877766972
"124" 0.246562525783274 707.325821469774
"125" 0.248550251071249 700.869156056164
"126" 0.250537976359223 695.263455614575
"127" 0.252525701647197 689.629122922827
"128" 0.254513426935172 683.995065793511
"129" 0.256501152223146 678.314894190228
